PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
PrintCircuit,Soft Inkjet Circuits: Rapid Multi-Material Fabrication of Soft Circuits Using a Commodity Inkjet Printer.,https://dl.acm.org/doi/abs/10.1145/3332165.3347892,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347892,"Arshad Khan, Joan Sol Roo, Tobias Kraus, and Jürgen Steimle."
FaceWidgets,FaceWidgets: Exploring Tangible Interaction on Face with Head-Mounted Displays.,https://dl.acm.org/doi/abs/10.1145/3332165.3347946,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347946,"Wen-Jie Tseng, Li-Yang Wang, and Liwei Chan."
ElastImpact,ElastImpact: 2.5 D Multilevel Instant Impact Using Elasticity on Head-Mounted Displays.,https://dl.acm.org/doi/abs/10.1145/3332165.3347931,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347931,"Hsin-Ruey Tsai, and Bing-Yu Chen."
Masque,Masque: Exploring Lateral Skin Stretch Feedback on the Face with Head-Mounted Displays.,https://dl.acm.org/doi/abs/10.1145/3332165.3347898,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347898,"Chi Wang, Da-Yuan Huang, Shuo-wen Hsu, Chu-En Hou, Yeu-Luen Chiu, Ruei-Che Chang, Jo-Yu Lo, and Bing-Yu Chen."
MeCap,MeCap: Whole-Body Digitization for Low-Cost VR/AR Headsets.,https://dl.acm.org/doi/abs/10.1145/3332165.3347889,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347889,"Karan Ahuja, Chris Harrison, Mayank Goel, and Robert Xiao."
Opisthenar,Opisthenar: Hand Poses and Finger Tapping Recognition by Observing Back of Hand Using Embedded Wrist Camera.,https://dl.acm.org/doi/abs/10.1145/3332165.3347867,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347867,"Hui-Shyong Yeo, Erwin Wu, Juyoung Lee, Aaron Quigley, and Hideki Koike."
TipTap,Tip-Tap: Battery-free Discrete 2D Fingertip Input.,https://dl.acm.org/doi/abs/10.1145/3332165.3347907,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347907,"Keiko Katsuragawa, Ju Wang, Ziyang Shan, Ningshan Ouyang, Omid Abari, and Daniel Vogel."
FingerIMU,Accurate and Low-Latency Sensing of Touch Contact on Any Surface with Finger-Worn IMU Sensor.,https://dl.acm.org/doi/abs/10.1145/3332165.3347947,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347947,"Yizheng Gu, Chun Yu, Zhipeng Li, Weiqi Li, Shuchang Xu, Xiaoying Wei, and Yuanchun Shi."
ActiTouch,ActiTouch: Robust Touch Detection for On-Skin AR/VR Interfaces.,https://dl.acm.org/doi/abs/10.1145/3332165.3347869,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347869,"Yang Zhang, Wolf Kienzle, Yanjun Ma, Shiu S. Ng, Hrvoje Benko, and Chris Harrison."
mendi,Mendi,https://www.mendi.io/,2019,Mendi,https://www.mendi.io/,"Sammy Saldjoghi, Rickard Eklöf"
collabsurv,Design for Collaborative Survival: An Inquiry into Human-Fungi Relationships,https://dl.acm.org/doi/10.1145/3173574.3173614,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173614,"Jen Liu, Daragh Byrne, Laura Devendorf"
pinpointing,Pinpointing: Precise Head- and Eye-Based Target Selection for Augmented Reality,https://dl.acm.org/doi/10.1145/3173574.3173655,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173655,"Mikko Kytö, Barrett Ens, Thammathip Piumsomboon, Gun A. Lee, Mark Billinghurst"
researchtoprac,From Research to Practice: Informing the Design of Autism Support Smart Technology,https://dl.acm.org/doi/10.1145/3173574.3173676,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173676,"Moushumi Sharmin, Md Monsur Hossain, Abir Saha, Maitraye Das, Margot Maxwell, Shameem Ahmed"
canetroller,Enabling People with Visual Impairments to Navigate Virtual Reality with a Haptic and Auditory Cane Simulation,https://dl.acm.org/doi/10.1145/3173574.3173690,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173690,"Yuhang Zhao, Cynthia L. Bennett, Hrvoje Benko, Edward Cutrell, Christian Holz, Meredith Ringel Morris, Mike Sinclair"
falldetectionaccep,Understanding Older Users' Acceptance of Wearable Interfaces for Sensor-based Fall Risk Assessment,https://dl.acm.org/doi/10.1145/3173574.3173693,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173693,"Alan Yusheng Wu, Cosmin Munteanu"
hindsight,HindSight: Enhancing Spatial Awareness by Sonifying Detected Objects in Real-Time 360-Degree Video,https://dl.acm.org/doi/10.1145/3173574.3173717,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173717,"Eldon Schoop, James Smith, Bjoern Hartmann"
putonuser,What to Put on the User: Sensing Technologies for Studies and Physiology Aware System,https://dl.acm.org/doi/10.1145/3173574.3173719,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173719,"Katrin Hänsel, Romina Poguntke, Hamed Haddadi, Akram Alomainy, Albrecht Schmidt"
wearablesforlearn,Wearables for Learning: Examining the Smartwatch as a Tool for Situated Science Reflection,https://dl.acm.org/doi/10.1145/3173574.3173830,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173830,"Brittany Garcia, Sharon Lynn Chu, Beth Nam, Colin Banigan"
lowsestrack,Family Health Promotion in Low-SES Neighborhoods: A Two-Month Study of Wearable Activity Tracking,https://dl.acm.org/doi/10.1145/3173574.3173883,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173883,"Herman Saksono, Carmen Castaneda-Sceppa, Jessica Hoffman, Magy Seif El-Nasr, Vivien Morris, Andrea G. Parker"
wearablelife,Assisting Students with Intellectual and Developmental Disabilities in Inclusive Education with Smartwatches,https://dl.acm.org/doi/10.1145/3173574.3173924,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173924,"Hui Zheng, Vivian Genaro Motti"
actinvivo,Activity Tracking in vivo,https://dl.acm.org/doi/10.1145/3173574.3173936,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173936,"Rúben Gouveia, Evangelos Karapanos, Marc Hassenzahl"
larpingwearable,Designing Future Social Wearables with Live Action Role Play (Larp) Designers,https://dl.acm.org/doi/10.1145/3173574.3174036,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174036,"Elena Márquez Segura, James Fey, Ella Dagan, Samvid Niravbhai Jhaveri, Jared Pettitt, Miguel Flores, Katherine Isbister"
patientdata,Common Barriers to the Use of Patient-Generated Data Across Clinical Settings,https://dl.acm.org/doi/10.1145/3173574.3174058,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174058,"Peter West, Max Van Kleek, Richard Giordano, Mark J. Weal, Nigel Shadbolt, , , , , , ,"
accessiblesmartinterac,Exploring Accessible Smartwatch Interactions for People with Upper Body Motor Impairments,https://dl.acm.org/doi/10.1145/3173574.3174062,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174062,"Meethu Malu, Pramod Chundury, Leah Findlater"
hapcube,HapCube: A Wearable Tactile Device to Provide Tangential and Normal Pseudo-Force Feedback on a Fingertip,https://dl.acm.org/doi/10.1145/3173574.3174075,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174075,"Hwan Kim, HyeonBeom Yi, Hyein Lee, Woohun Lee"
keppi,Keppi: A Tangible User Interface for Self-Reporting Pain,https://dl.acm.org/doi/10.1145/3173574.3174076,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174076,"Alexander T. Adams, Elizabeth L. Murnane, Phil Adams, Michael Elfenbein, Pamara F. Chang, Shruti Sannon, Geri Gay, Tanzeem Choudhury"
elegauntlet,Extracting Design Guidelines for Wearables and Movement in Tabletop Role-Playing Games via a Research Through Design Process,https://dl.acm.org/doi/10.1145/3173574.3174087,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174087,"Oğuz Turan Buruk, Oğuzhan Özcan"
pokering,PokeRing: Notifications by Poking Around the Finger,https://dl.acm.org/doi/10.1145/3173574.3174116,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174116,"Seungwoo Je, Minkyeong Lee, Yoonji Kim, Liwei Chan, Xing-Dong Yang, Andrea Bianchi"
accessapproach,Presenting The Accessory Approach: A Start-up's Journey Towards Designing An Engaging Fall Detection Device,https://dl.acm.org/doi/10.1145/3173574.3174133,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174133,Trine Møller
modellingres,Modeling Perceived Screen Resolution Based on Position and Orientation of Wrist-Worn Devices,https://dl.acm.org/doi/10.1145/3173574.3174184,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174184,"Frederic Kerber, Michael Mauderer, Antonio Krüger"
movingnavi,Navigation Systems for Motorcyclists: Exploring Wearable Tactile Feedback for Route Guidance in the Real World,https://dl.acm.org/doi/10.1145/3173574.3174191,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174191,"Francisco Kiss, Robin Boldt, Bastian Pfleging, Stefan Schneegass"
breeze,Breeze: Sharing Biofeedback through Wearable Technologies,https://dl.acm.org/doi/10.1145/3173574.3174219,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174219,"Jérémy Frey, May Grabli, Ronit Slyper, Jessica R. Cauchard"
metacogview,Effects of Viewing Multiple Viewpoint Videos on Metacognition of Collaborative Experiences,https://dl.acm.org/doi/10.1145/3173574.3174222,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174222,"Yasuyuki Sumi, Masaki Suwa, Koichi Hanaue"
eyesfreetaracq,Eyes-Free Target Acquisition in Interaction Space around the Body for Virtual Reality,https://dl.acm.org/doi/10.1145/3173574.3173616,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173616,"Yukang Yan, Chun Yu, Xiaojuan Ma, Shuai Huang, Hasan Iqbal, Yuanchun Shi"
triadicballet,Reinterpreting Schlemmer's Triadic Ballet: Interactive Costume for Unthinkable Movements,https://dl.acm.org/doi/10.1145/3173574.3173635,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173635,"Pavel Karpashevich, Eva Hornecker, Michaela Honauer, Pedro Sanches"
bodyasplay,Experiencing the Body as Play,https://dl.acm.org/doi/10.1145/3173574.3173784,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173784,"Florian 'Floyd' Mueller, Richard Byrne, Josh Andres, Rakesh Patibanda"
phantomsense,Tactile Information Transmission by 2D Stationary Phantom Sensations,https://dl.acm.org/doi/10.1145/3173574.3173832,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173832,"Gunhyuk Park, Seungmoon Choi"
forcejacket,Force Jacket: Pneumatically-Actuated Jacket for Embodied Haptic Experiences,https://dl.acm.org/doi/10.1145/3173574.3173894,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3173894,"Alexandra Delazio, Ken Nakagaki, Roberta L. Klatzky, Scott E. Hudson, Jill Fain Lehman, Alanson P. Sample"
fingerping,FingerPing: Recognizing Fine-grained Hand Poses using Active Acoustic On-body Sensing,https://dl.acm.org/doi/10.1145/3173574.3174011,2018,CHI,https://dl.acm.org/doi/10.1145/3173574.3174011,"Cheng Zhang, Qiuyue Xue, Anandghan Waghmare, Ruichen Meng, Sumeet Jain, Yizeng Han, Xinyu Li, Kenneth Cunefare, Thomas Ploetz, Thad Starner, Omer Inan, Gregory D. Abowd"
ghostid,GhostID: Enabling Non-Persistent User Differentiation in Frequency-Division Capacitive Multi-Touch Sensors,https://dl.acm.org/doi/10.1145/3025453.3025719,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025719,"Sidharth Sahdev, Clifton Forlines, Ricardo Jota, Bruno De Araujo, Braon Moseley, Jonathan Deber, Steven Sanders, Darren Leigh, Daniel Wigdor"
freethehands,Free the Hands! Enhanced Target Selection via a Variable-Friction Shoe,https://dl.acm.org/doi/10.1145/3025453.3025625,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025625,"Daniel Horodniczy, Jeremy R. Cooperstock"
usasecurity,Where Usability and Security Go Hand-in-Hand: Robust Gesture-Based Authentication for Mobile Systems,https://dl.acm.org/doi/10.1145/3025453.3025879,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025879,"Can Liu, Gradeigh D. Clark, Janne Lindqvist"
ritualmachines,Making Ritual Machines: The Mobile Phone as a Networked Material for Research Products,https://dl.acm.org/doi/10.1145/3025453.3025630,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025630,"David Chatting, David S. Kirk, Abigail C. Durrant, Chris Elsden, Paulina Yurman, Jo-Anne Bichard"
productsasagents,Products as Agents: Metaphors for Designing the Products of the IoT Age,https://dl.acm.org/doi/10.1145/3025453.3025797,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025797,"Nazli Cila, Iskander Smit, Elisa Giaccardi, Ben Kröse"
interdependentwearables,Interdependent Wearables (for Play): A Strong Concept for Design,https://dl.acm.org/doi/10.1145/3025453.3025939,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025939,"Katherine Isbister, Kaho Abe, Michael Karlesky"
methodsmakedesigners,How Methods Make Designers,https://dl.acm.org/doi/10.1145/3025453.3025864,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025864,"Seyram Avle, Silvia Lindtner, Kaiton Williams"
embeddedtextiles,Stretching the Bounds of 3D Printing with Embedded Textiles,https://dl.acm.org/doi/10.1145/3025453.3025460,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025460,"Michael L. Rivera, Melissa Moukperian, Daniel Ashbrook, Jennifer Mankoff, Scott E. Hudson"
weavemesh,WeaveMesh: A Low-Fidelity and Low-Cost Prototyping Approach for 3D Models Created by Flexible Assembly,https://dl.acm.org/doi/10.1145/3025453.3025699,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025699,"Ye Tao, Guanyun Wang, Caowei Zhang, Nannan Lu, Xiaolian Zhang, Cheng Yao, Fangtian Ying"
touchinterfaces,Identifying how Visually Impaired People Explore Raised-line Diagrams to Improve the Design of Touch Interfaces,https://dl.acm.org/doi/10.1145/3025453.3025582,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025582,"Sandra Bardot, Marcos Serrano, Bernard Oriola, Christophe Jouffrais"
airpanes,AirPanes: Two-Handed Around-Device Interaction for Pane Switching on Smartphones,https://dl.acm.org/doi/10.1145/3025453.3026029,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3026029,"Khalad Hasan, David Ahlström, Junhyeok Kim, Pourang Irani"
float,Float: One-Handed and Touch-Free Target Selection on Smartwatches,https://dl.acm.org/doi/10.1145/3025453.3026027,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3026027,"Ke Sun, Yuntao Wang, Chun Yu, Yukang Yan, Hongyi Wen, Yuanchun Shi"
compass,COMPASS: Rotational Keyboard on Non-Touch Smartwatches,https://dl.acm.org/doi/10.1145/3025453.3025454,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025454,"Xin Yi, Chun Yu, Weijie Xu, Xiaojun Bi, Yuanchun Shi"
watchthru,WatchThru: Expanding Smartwatch Displays with Mid-air Visuals and Wrist-worn Augmented Reality,https://dl.acm.org/doi/10.1145/3025453.3025852,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025852,"Dirk Wenig, Johannes Schöning, Alex Olwal, Mathias Oben, Rainer Malaka"
koreancontrol,Evaluation of Korean Text Entry Methods for Smartwatches,https://dl.acm.org/doi/10.1145/3025453.3025657,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025657,"Ivaylo Ilinkin, Sunghee Kim"
itchtector,Itchtector: A Wearable-based Mobile System for Managing Itching Conditions,https://dl.acm.org/doi/10.1145/3025453.3025569,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025569,"Jongin Lee, Daeki Cho, Junhong Kim, Eunji Im, JinYeong Bak, Kyung ho Lee, Kwan Hong Lee, John Kim"
exergames,Keeping Users Engaged through Feature Updates: A Long-Term Study of Using Wearable-Based Exergames,https://dl.acm.org/doi/10.1145/3025453.3025982,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025982,"Zhao Zhao, Ali Arya, Anthony Whitehead, Gerry Chan, S. Ali Etemad"
gazeinput,Toward Everyday Gaze Input: Accuracy and Precision of Eye Tracking and Implications for Design,https://dl.acm.org/doi/10.1145/3025453.3025599,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025599,"Anna Maria Feit, Shane Williams, Arturo Toledo, Ann Paradiso, Harish Kulkarni, Shaun Kane, Meredith Ringel Morris"
placingandrecall,Placing and Recalling Virtual Items on the Skin,https://dl.acm.org/doi/10.1145/3025453.3026030,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3026030,"Joanna Bergstrom-Lehtovirta, Sebastian Boring, Kasper Hornbæk"
multimoji,"Multi-moji: Combining Thermal, Vibrotactile & Visual Stimuli to Expand the Affective Range of Feedback",https://dl.acm.org/doi/10.1145/3025453.3025614,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025614,"Graham Wilson, Stephen A. Brewster"
earfieldsensing,EarFieldSensing: A Novel In-Ear Electric Field Sensing to Enrich Wearable Gesture Input through Facial Expressions,https://dl.acm.org/doi/10.1145/3025453.3025692,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025692,"Denys J. C. Matthies, Bernhard A. Strecker, Bodo Urban"
echoflex,EchoFlex: Hand Gesture Recognition using Ultrasound Imaging,https://dl.acm.org/doi/10.1145/3025453.3025807,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025807,"Jess McIntosh, Asier Marzo, Mike Fraser, Carol Phillips"
pinpad,PinPad: Touchpad Interaction with Fast and High-Resolution Tactile Output,https://dl.acm.org/doi/10.1145/3025453.3025971,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025971,"Jingun Jung, Eunhye Youn, Geehyuk Lee"
frozensuit,Frozen Suit: Designing a Changeable Stiffness Suit and its Application to Haptic Games,https://dl.acm.org/doi/10.1145/3025453.3025655,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025655,"Ahmed Al Maimani, Anne Roudaut"
technobody,Manifesting the Cyborg through Techno-Body Modification: From Human-Computer Interaction to Integration,https://dl.acm.org/doi/10.1145/3025453.3025629,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025629,"Lauren M. Britton, Bryan Semaan"
procom,ProCom: Designing and Evaluating a Mobile and Wearable System to Support Proximity Awareness for People with Autism,https://dl.acm.org/doi/10.1145/3025453.3026014,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3026014,"LouAnne E. Boyd, Xinlong Jiang, Gillian R. Hayes"
hapticair,Investigating Haptic Perception of and Physiological Responses to Air Vortex Rings on a User's Cheek,https://dl.acm.org/doi/10.1145/3025453.3025501,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025501,"Yuka Sato, Ryoko Ueoka"
tactoring,tactoRing: A Skin-Drag Discrete Display,https://dl.acm.org/doi/10.1145/3025453.3025703,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025703,"Seungwoo Je, Brendan Rooney, Liwei Chan, Andrea Bianchi"
brushtouch,BrushTouch: Exploring an Alternative Tactile Method for Wearable Haptics,https://dl.acm.org/doi/10.1145/3025453.3025759,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025759,"Evan Strasnick, Jessica R. Cauchard, James A. Landay"
fingertip,Fingertip Tactile Devices for Virtual Object Manipulation and Exploration,https://dl.acm.org/doi/10.1145/3025453.3025744,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025744,"Samuel B. Schorr, Allison M. Okamura"
biosync,bioSync: A Paired Wearable Device for Blending Kinesthetic Experience,https://dl.acm.org/doi/10.1145/3025453.3025829,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025829,"Jun Nishida, Kenji Suzuki"
alwaysonline,Always On(line)?: User Experience of Smartwatches and their Role within Multi-Device Ecologies,https://dl.acm.org/doi/10.1145/3025453.3025538,2017,CHI,https://dl.acm.org/doi/10.1145/3025453.3025538,"Marta E. Cecchinato, Anna L. Cox, Jon Bird"
